contest, numbers
823,"1,2,4,5,9,11,12,13,14,16,19,20,22,24,25"
824,"2,3,4,7,11,12,13,14,15,19,20,21,22,24,25"
825,"1,6,7,8,9,10,11,13,14,15,17,19,22,23,25"
826,"3,5,6,12,13,14,15,16,17,18,19,20,21,23,24"
827,"1,2,4,5,7,9,10,12,13,14,16,17,21,22,24"
828,"1,6,7,8,9,12,14,15,17,19,20,22,23,24,25"
829,"2,5,7,8,9,11,13,14,16,17,18,22,23,24,25"
830,"1,4,6,9,10,11,12,13,14,16,17,19,21,23,24"
831,"1,2,3,5,9,10,11,12,14,16,17,18,20,21,22"
832,"2,5,6,7,8,10,11,12,15,16,19,22,23,24,25"
833,"2,5,6,7,10,11,12,13,16,17,18,19,20,22,25"
834,"2,4,7,8,9,10,11,14,16,18,19,20,21,22,23"
835,"1,2,4,6,8,12,14,15,16,17,18,19,21,24,25"
836,"2,4,7,8,9,10,12,14,15,16,18,20,21,22,25"
837,"1,3,7,8,10,11,12,13,14,15,16,18,20,22,24"
838,"2,4,5,7,9,10,11,14,15,16,18,20,21,23,24"
839,"2,3,4,6,7,8,13,14,16,17,19,21,22,24,25"
840,"2,4,6,9,11,12,13,17,18,19,20,21,22,23,25"
841,"1,3,5,6,8,10,12,13,14,15,16,17,20,21,24"
842,"3,4,5,7,10,11,13,14,15,18,19,20,21,22,24"
843,"3,4,7,8,11,12,13,15,16,17,19,20,21,22,24"
844,"1,3,5,7,8,9,10,12,15,16,17,19,22,24,25"
845,"2,4,6,7,11,12,14,16,18,19,21,22,23,24,25"
846,"1,4,6,9,10,11,13,14,15,19,20,21,23,24,25"
847,"1,3,5,6,7,9,10,11,13,14,17,18,20,21,25"
848,"2,3,5,8,9,13,14,16,17,18,19,21,23,24,25"
849,"1,4,5,10,12,13,14,15,16,17,18,20,23,24,25"
850,"2,3,5,7,8,10,13,14,18,19,20,21,22,23,24"
851,"1,4,5,6,7,10,13,14,15,17,18,19,20,22,24"
852,"1,2,3,4,5,8,11,12,16,18,20,21,23,24,25"
853,"2,3,5,6,8,9,11,12,17,18,19,20,21,22,23"
854,"1,2,3,5,8,9,10,13,14,15,17,18,20,21,22"
855,"1,3,4,8,9,10,11,13,14,15,17,18,23,24,25"
856,"2,3,7,8,9,11,12,13,15,16,19,20,22,23,25"
857,"1,3,4,6,8,11,13,14,15,16,18,19,20,21,24"
858,"1,3,4,5,6,8,9,11,12,17,19,20,22,23,25"
859,"1,2,3,4,5,6,9,10,11,13,14,17,18,19,20"
860,"3,4,5,6,7,9,10,13,14,15,16,19,22,24,25"
861,"1,2,3,4,6,7,9,10,11,14,15,17,19,22,23"
862,"1,2,3,4,5,10,13,14,15,17,18,19,20,23,24"
863,"1,3,4,7,8,13,15,16,17,18,19,22,23,24,25"
864,"3,6,8,10,12,13,15,16,17,18,19,21,22,23,24"
865,"1,3,4,5,6,7,10,13,18,19,20,21,22,23,25"
866,"1,2,3,5,7,8,9,10,11,13,14,18,20,23,24"
867,"2,3,4,5,6,7,8,10,12,13,14,15,21,22,25"
868,"1,2,3,8,9,10,12,13,14,16,17,19,21,22,24"
869,"1,3,6,9,10,11,12,14,18,20,21,22,23,24,25"
870,"1,2,4,5,6,7,8,10,12,13,14,16,17,18,23"
871,"2,4,6,8,9,10,12,13,14,15,17,19,22,23,24"
872,"1,2,4,5,6,7,9,10,12,13,14,17,18,22,23"
873,"2,3,6,7,8,9,11,12,13,14,15,17,18,22,25"
874,"1,2,4,5,6,7,8,9,10,16,19,20,21,23,25"
875,"2,4,6,8,9,10,12,13,15,18,21,22,23,24,25"
876,"3,5,6,7,9,12,13,14,16,18,20,21,23,24,25"
877,"3,7,8,9,10,11,13,14,15,16,18,19,21,23,25"
878,"1,2,3,5,6,7,10,12,13,14,16,19,22,23,25"
879,"2,3,4,7,9,10,12,13,15,16,18,21,22,24,25"
880,"2,5,6,7,8,10,14,16,18,19,21,22,23,24,25"
881,"1,3,4,5,6,7,8,9,15,16,19,20,21,22,23"
882,"1,2,7,8,10,11,12,13,14,17,18,19,22,24,25"
883,"3,5,6,7,8,9,10,12,16,17,18,19,21,22,25"
884,"1,4,7,8,9,10,12,13,15,17,18,19,20,21,25"
885,"2,5,7,8,9,11,12,15,16,17,18,19,22,23,24"
886,"1,3,4,7,8,10,11,12,13,15,16,17,20,21,23"
887,"1,6,8,10,11,12,15,17,18,19,20,21,23,24,25"
888,"1,3,6,11,12,13,14,16,17,18,19,20,21,22,24"
889,"2,4,5,6,7,9,11,12,13,16,18,19,21,22,25"
890,"1,2,3,4,5,6,7,8,11,16,17,18,19,23,24"
891,"1,5,6,7,8,12,14,15,16,17,19,21,23,24,25"
892,"1,2,3,5,6,10,13,14,16,17,19,20,21,22,24"
893,"1,2,3,4,5,6,8,9,11,15,16,20,22,23,24"
894,"1,2,5,6,9,12,13,14,15,18,19,21,22,24,25"
895,"2,3,4,5,6,8,11,12,13,16,17,18,19,21,25"
896,"1,2,3,4,6,7,8,12,13,15,17,18,19,20,23"
897,"1,2,5,7,8,9,10,11,13,14,16,17,18,21,23"
898,"1,4,6,8,9,10,11,12,13,14,18,20,21,24,25"
899,"1,4,7,9,10,12,14,15,16,17,18,20,21,23,25"
900,"1,2,6,7,8,10,11,12,13,15,18,20,22,24,25"
901,"1,2,4,6,7,10,12,13,14,16,18,22,23,24,25"
902,"1,2,3,4,5,6,8,9,11,17,20,21,23,24,25"
903,"1,2,3,4,5,6,8,10,11,13,15,16,18,20,22"
904,"1,5,6,7,9,10,12,13,16,17,18,19,20,22,24"
905,"1,4,6,8,10,11,12,13,14,16,17,20,21,22,23"
906,"1,2,3,5,6,7,8,9,10,12,17,18,21,22,24"
907,"2,3,4,5,7,8,10,13,14,15,16,20,21,22,23"
908,"1,2,4,6,7,9,10,12,13,15,17,18,23,24,25"
909,"1,2,3,5,6,7,8,10,11,12,13,18,20,21,22"
910,"3,4,5,6,8,9,11,13,16,17,18,19,20,24,25"
911,"1,2,3,5,6,8,11,13,15,17,21,22,23,24,25"
912,"2,3,4,7,10,14,15,16,17,18,19,20,21,22,23"
913,"3,4,5,6,10,12,13,15,17,18,19,20,22,24,25"
914,"1,3,4,5,6,10,11,12,15,17,18,20,22,23,24"
915,"1,2,4,5,6,8,10,11,13,18,20,22,23,24,25"
916,"1,2,3,4,5,6,7,11,13,14,17,18,19,23,24"
917,"1,2,3,4,5,6,11,13,14,17,19,20,21,22,24"
918,"1,2,3,4,6,8,9,13,14,15,16,17,21,22,23"
919,"1,2,3,4,5,7,9,10,11,13,14,17,19,21,22"
920,"1,2,3,4,5,6,10,12,13,15,16,19,20,22,23"
921,"1,2,3,4,7,9,12,15,16,17,18,19,21,24,25"
922,"2,4,5,6,8,9,12,15,16,17,20,21,22,23,24"
923,"1,3,4,5,6,7,10,12,14,15,19,20,22,24,25"
924,"1,2,6,7,8,9,10,12,14,16,17,18,19,20,24"
925,"1,3,4,6,7,9,12,13,14,15,16,22,23,24,25"
926,"1,5,6,7,8,9,10,11,12,13,14,15,19,21,24"
927,"2,3,5,6,9,11,13,14,16,17,20,21,22,23,25"
928,"1,4,6,8,9,10,11,12,14,15,17,19,23,24,25"
929,"1,2,4,5,7,8,9,10,11,14,18,20,21,23,25"
930,"2,3,5,6,9,11,12,14,15,16,20,22,23,24,25"
931,"2,3,5,6,8,10,11,12,14,16,19,20,22,24,25"
932,"1,4,5,8,12,13,14,15,16,18,20,21,22,23,25"
933,"2,3,4,5,6,7,10,11,14,15,16,17,19,23,24"
934,"2,3,4,8,9,10,11,14,19,20,21,22,23,24,25"
935,"1,2,3,4,5,6,7,9,10,12,14,18,19,22,23"
936,"1,2,3,4,6,7,8,13,15,17,18,19,20,23,25"
937,"1,2,6,9,10,11,12,13,14,16,19,20,23,24,25"
938,"2,3,4,6,7,10,11,13,15,16,17,18,19,20,25"
939,"1,4,5,6,7,9,10,11,15,16,18,19,20,21,25"
940,"2,3,4,6,7,9,13,14,16,17,18,19,20,24,25"
941,"1,2,3,4,5,7,8,9,10,11,15,16,18,23,25"
942,"1,3,4,5,6,7,11,12,13,18,19,20,21,22,24"
943,"3,4,5,6,9,10,12,13,14,15,17,18,21,22,23"
944,"1,8,9,10,11,12,13,14,16,17,18,19,21,24,25"
945,"2,3,4,5,6,9,11,13,18,19,20,21,23,24,25"
946,"1,7,8,9,10,14,16,17,18,19,20,21,22,24,25"
947,"1,2,3,5,7,9,10,11,12,15,16,18,20,22,24"
948,"1,2,5,6,8,9,11,13,16,17,18,19,21,22,24"
949,"1,6,7,8,9,10,11,12,13,14,15,16,17,21,23"
950,"2,4,5,7,8,9,12,13,14,17,18,19,20,21,25"
951,"3,7,8,9,10,13,14,15,17,19,20,21,22,23,25"
952,"1,3,4,6,8,11,12,14,17,18,19,21,22,23,25"
953,"1,2,5,6,7,9,10,12,13,14,15,16,18,21,24"
954,"3,5,6,8,10,11,12,13,14,16,18,20,23,24,25"
955,"1,2,4,5,7,9,10,11,12,13,14,16,18,21,24"
956,"2,3,4,5,6,8,11,12,13,16,17,18,19,21,22"
957,"1,3,4,5,6,7,8,13,15,16,21,22,23,24,25"
958,"1,4,5,6,9,12,13,14,16,17,19,20,21,22,24"
959,"2,5,6,9,11,12,14,16,19,20,21,22,23,24,25"
960,"1,2,3,4,6,7,10,12,14,16,17,18,20,21,24"
961,"1,2,3,4,5,7,9,11,12,15,18,20,21,22,25"
962,"1,4,6,8,9,11,13,14,15,17,20,21,22,23,25"
963,"3,4,6,7,9,10,11,14,15,16,17,18,19,23,24"
964,"1,2,3,4,7,9,10,11,15,17,18,19,20,21,23"
965,"3,4,8,9,10,11,13,14,15,16,18,19,21,22,24"
966,"2,3,4,5,6,7,8,10,11,12,17,19,21,22,25"
967,"2,3,4,6,8,9,10,11,16,17,20,21,22,23,25"
968,"2,3,4,5,7,9,11,13,14,16,18,19,20,21,25"
969,"1,3,4,5,9,10,11,12,16,17,18,19,20,22,24"
970,"1,3,6,8,9,10,12,15,17,18,19,20,21,23,24"
971,"3,4,5,6,7,9,10,11,18,20,21,22,23,24,25"
972,"1,3,6,8,11,13,14,15,16,20,21,22,23,24,25"
973,"1,2,3,5,6,8,11,14,15,18,20,21,22,24,25"
974,"1,4,6,7,8,9,10,12,14,15,17,19,21,22,24"
975,"1,2,4,6,7,10,11,12,13,14,16,17,19,20,24"
976,"1,2,3,4,6,7,10,11,13,14,19,21,23,24,25"
977,"1,2,6,7,8,10,11,13,14,17,18,20,22,23,24"
978,"3,4,5,6,7,8,9,11,12,13,14,15,16,18,25"
979,"2,5,6,7,8,9,10,14,16,19,21,22,23,24,25"
980,"1,2,6,7,8,9,10,11,12,13,17,20,21,22,24"
981,"1,2,3,4,6,8,9,12,16,18,19,21,22,24,25"
982,"1,3,4,5,6,7,9,13,14,17,18,20,21,23,24"
983,"2,4,5,6,7,8,10,11,14,15,16,18,19,21,25"
984,"2,4,8,9,10,11,12,13,15,20,21,22,23,24,25"
985,"3,4,6,7,9,12,13,14,17,18,21,22,23,24,25"
986,"1,2,5,7,11,13,14,15,16,18,20,21,22,23,24"
987,"2,4,5,6,7,9,11,12,13,15,18,19,20,22,23"
988,"1,3,5,7,9,11,12,13,15,16,17,19,20,24,25"
989,"3,4,6,8,9,10,13,14,15,17,18,19,22,23,24"
990,"1,5,6,7,8,10,11,12,13,15,16,19,20,22,24"
991,"1,2,5,6,7,9,12,14,15,17,18,21,22,24,25"
992,"1,3,4,5,7,8,9,10,11,13,15,17,19,20,24"
993,"2,4,5,7,9,10,12,14,17,20,21,22,23,24,25"
994,"3,5,7,8,9,11,12,13,14,15,16,18,22,23,25"
995,"1,2,3,4,7,8,9,12,13,14,17,20,22,23,24"
996,"2,3,4,6,7,9,13,16,17,18,20,21,23,24,25"
997,"2,4,5,7,9,10,12,15,16,17,18,19,22,23,24"
998,"1,2,3,4,5,9,11,12,14,17,19,20,21,22,23"
999,"1,2,5,6,7,8,10,12,13,14,15,16,18,21,24"
1000,"2,3,4,8,11,12,13,14,15,16,17,18,19,20,22"
1001,"5,6,7,8,10,11,12,13,14,17,19,20,21,23,25"
1002,"3,4,8,10,12,13,14,15,16,17,18,20,21,22,24"
1003,"1,2,3,6,8,10,12,14,16,17,19,20,21,23,25"
1004,"1,2,3,6,10,12,14,15,18,19,20,21,22,24,25"
1005,"1,5,7,9,10,12,14,15,16,18,19,20,21,22,24"
1006,"1,3,4,5,6,7,9,13,14,15,16,20,22,23,24"
1007,"1,2,3,6,7,9,10,11,12,18,20,22,23,24,25"
1008,"1,3,6,7,8,9,10,12,13,16,17,18,19,21,22"
1009,"2,4,6,9,10,11,12,14,15,17,18,19,20,22,24"
1010,"1,2,4,6,8,10,11,13,14,15,16,19,21,22,23"
1011,"1,3,4,5,7,9,10,13,15,17,18,19,23,24,25"
1012,"1,2,7,9,11,12,14,15,16,17,18,21,22,24,25"
1013,"1,2,3,4,5,7,10,11,13,17,18,19,20,21,23"
1014,"1,2,8,9,10,12,13,14,17,18,20,22,23,24,25"
1015,"1,2,3,5,6,7,8,13,15,16,17,18,20,21,23"
1016,"1,2,3,5,6,11,12,14,15,16,19,20,21,23,25"
1017,"1,2,3,4,8,9,10,11,12,15,16,17,19,21,23"
1018,"2,4,5,7,8,10,11,12,14,16,17,18,19,22,24"
1019,"1,2,3,4,5,7,8,10,12,17,18,20,21,22,23"
1020,"2,3,5,7,9,11,12,13,15,16,18,19,20,21,24"
1021,"1,5,6,9,10,13,14,15,16,18,19,20,21,22,23"
1022,"1,3,4,5,7,8,9,10,14,16,18,21,22,24,25"
1023,"1,2,3,6,7,8,9,11,13,14,16,18,21,22,23"
1024,"1,2,4,7,9,10,11,12,13,14,17,20,21,22,23"
1025,"1,2,7,9,11,13,14,15,16,17,18,19,22,23,25"
1026,"1,5,6,7,11,12,14,15,16,18,19,20,21,23,24"
1027,"1,3,5,6,8,9,10,12,14,15,16,19,21,23,25"
1028,"4,5,6,7,8,9,10,11,16,17,19,20,23,24,25"
1029,"1,2,3,6,8,11,13,14,17,18,19,22,23,24,25"
1030,"1,2,3,4,8,9,10,11,15,16,17,18,19,20,23"
1031,"1,2,4,5,6,9,11,12,14,15,17,19,20,22,24"
1032,"1,2,3,4,6,8,10,11,13,14,16,17,18,20,23"
1033,"3,4,6,7,8,12,13,14,16,17,18,21,22,23,24"
1034,"2,3,4,6,8,10,12,13,14,17,18,19,20,21,23"
1035,"4,6,7,9,12,13,14,15,18,19,20,21,22,23,25"
1036,"4,5,7,9,10,11,12,14,17,18,19,20,21,22,24"
1037,"1,5,6,9,10,11,12,15,17,18,20,21,23,24,25"
1038,"2,6,7,8,9,10,13,16,17,18,19,20,21,24,25"
1039,"1,2,3,8,9,12,13,14,15,18,19,20,21,22,24"
1040,"1,2,4,6,8,9,10,12,13,16,20,21,22,23,25"
1041,"1,3,5,7,10,12,13,15,17,19,20,21,23,24,25"
1042,"1,3,6,7,8,9,10,11,14,15,16,19,21,22,24"
1043,"1,2,6,7,8,9,10,11,12,14,17,18,19,24,25"
1044,"2,4,5,6,7,8,10,11,12,15,17,20,23,24,25"
1045,"2,3,5,6,9,11,15,16,17,20,21,22,23,24,25"
1046,"3,4,5,7,8,11,12,13,14,18,20,21,22,23,25"
1047,"4,7,8,9,10,11,12,15,16,17,20,21,22,24,25"
1048,"1,2,3,5,6,7,9,10,15,16,17,18,20,21,25"
1049,"2,4,5,9,12,14,16,17,18,19,20,21,22,23,25"
1050,"1,4,6,7,10,12,13,15,16,17,19,21,22,24,25"
1051,"2,3,4,7,8,10,11,13,14,16,18,20,21,23,25"
1052,"1,3,4,5,6,8,10,11,16,17,18,20,21,23,24"
1053,"1,2,3,4,6,11,12,13,14,15,17,18,22,23,24"
1054,"2,3,4,5,6,9,12,13,15,16,17,18,20,24,25"
1055,"1,2,3,7,8,9,10,12,13,14,18,22,23,24,25"
1056,"2,4,5,6,8,9,10,11,14,15,18,19,21,22,23"
1057,"1,4,6,7,8,9,11,13,14,16,19,20,21,23,25"
1058,"4,5,6,7,9,12,13,16,17,18,20,21,22,24,25"
1059,"1,2,3,5,7,8,11,14,15,16,19,20,21,22,24"
1060,"1,2,4,5,7,8,13,14,15,16,17,20,21,22,23"
1061,"2,3,5,7,8,9,12,14,15,16,19,21,22,23,24"
1062,"3,4,5,7,8,9,11,13,15,16,17,19,20,23,25"
1063,"2,5,6,7,10,12,13,14,15,16,20,21,22,24,25"
1064,"2,3,7,8,9,10,11,14,15,16,18,19,21,24,25"
1065,"2,3,4,5,6,12,14,15,17,19,20,21,22,24,25"
1066,"2,4,5,6,10,11,14,16,17,18,19,21,22,23,24"
1067,"1,2,3,4,5,7,10,11,13,14,15,17,21,22,25"
1068,"2,6,7,10,11,13,14,15,16,17,18,20,21,22,24"
1069,"1,3,4,8,10,11,12,13,15,16,17,22,23,24,25"
1070,"4,9,10,11,12,13,16,18,19,20,21,22,23,24,25"
1071,"2,3,4,5,6,10,11,12,13,14,16,17,21,22,24"
1072,"1,2,3,4,5,7,9,13,14,15,17,20,22,23,25"
1073,"1,3,4,5,6,7,13,16,17,19,20,21,22,23,24"
1074,"1,4,7,8,9,10,11,13,17,20,21,22,23,24,25"
1075,"1,2,6,9,10,12,15,16,17,18,21,22,23,24,25"
1076,"4,9,10,11,12,13,14,15,16,17,18,20,21,22,25"
1077,"1,2,5,6,7,8,10,12,13,14,15,19,20,21,24"
1078,"2,4,5,6,7,9,10,11,13,17,18,21,23,24,25"
1079,"5,6,7,8,11,13,14,15,16,17,19,20,21,22,24"
1080,"2,3,5,6,10,11,12,14,15,16,17,21,22,23,25"
1081,"1,5,6,7,10,12,13,14,15,16,18,19,21,22,23"
1082,"3,7,9,10,11,13,15,16,17,18,19,21,22,23,24"
1083,"1,2,3,4,6,11,13,16,17,18,20,21,22,23,24"
1084,"1,2,3,4,5,6,7,9,10,13,17,18,21,24,25"
1085,"3,6,7,8,9,10,14,16,18,19,21,22,23,24,25"
1086,"2,4,5,7,10,12,13,15,17,18,19,21,22,23,24"
1087,"2,3,4,6,9,12,13,16,17,18,19,20,21,23,24"
1088,"1,2,3,5,6,7,9,10,12,13,18,19,20,22,23"
1089,"2,3,4,6,8,12,13,14,15,16,19,21,22,23,24"
1090,"3,5,8,9,10,11,13,14,15,17,18,20,21,22,24"
1091,"2,4,5,6,7,9,10,12,13,14,16,20,23,24,25"
1092,"4,5,8,9,11,12,13,14,15,18,19,20,22,24,25"
1093,"1,2,4,5,6,9,10,11,13,18,21,22,23,24,25"
1094,"1,2,3,4,5,6,8,9,10,12,14,16,19,22,25"
1095,"2,3,5,6,7,9,15,16,17,18,21,22,23,24,25"
1096,"1,2,4,7,8,10,12,13,14,15,20,21,22,23,25"
1097,"4,5,6,9,10,12,14,15,16,18,19,20,23,24,25"
1098,"3,4,5,7,8,10,11,12,14,15,16,18,23,24,25"
1099,"2,3,6,7,8,11,12,13,14,16,21,22,23,24,25"
1100,"5,6,7,9,10,11,12,14,15,16,18,19,20,23,24"
1101,"1,2,3,6,9,10,11,13,15,17,18,19,23,24,25"
1102,"2,3,5,6,8,12,14,15,18,19,20,21,22,23,24"
1103,"2,4,5,7,9,10,11,12,14,16,18,20,21,22,25"
1104,"2,5,6,8,9,11,13,14,15,16,18,19,21,22,23"
1105,"1,2,4,6,7,9,11,13,15,17,18,20,23,24,25"
1106,"2,3,4,9,10,11,12,13,14,15,16,19,21,23,24"
1107,"1,2,4,8,9,10,11,12,14,16,18,19,20,21,24"
1108,"1,2,4,5,7,8,9,12,13,14,17,21,22,24,25"
1109,"1,4,5,6,7,8,9,10,11,17,18,19,20,21,25"
1110,"1,2,3,4,6,9,10,15,17,18,19,20,22,24,25"
1111,"2,3,4,6,9,11,12,13,14,15,16,22,23,24,25"
1112,"1,2,3,6,7,8,12,13,15,16,17,18,20,22,24"
1113,"1,3,6,7,9,12,13,14,15,17,19,20,22,24,25"
1114,"1,2,3,4,5,6,8,10,11,12,15,18,19,20,22"
1115,"2,3,7,8,9,10,11,12,17,18,20,22,23,24,25"
1116,"1,2,3,4,5,6,9,12,15,17,18,21,22,24,25"
1117,"1,2,3,5,7,8,11,12,13,14,15,16,19,21,23"
1118,"1,2,5,6,8,10,11,13,14,15,20,21,23,24,25"
1119,"1,2,3,5,6,7,8,10,12,14,15,17,18,20,23"
1120,"2,4,5,6,8,9,10,12,13,14,16,17,18,19,24"
1121,"1,2,4,5,6,8,9,11,12,17,18,20,22,23,25"
1122,"2,3,7,10,11,12,13,14,16,19,20,21,23,24,25"
1123,"2,4,6,7,8,10,11,13,15,16,17,19,22,23,24"
1124,"1,3,4,5,6,8,10,12,13,15,19,21,22,24,25"
1125,"1,3,4,6,9,11,12,13,15,16,17,18,21,22,25"
1126,"3,5,6,7,8,12,13,16,17,18,19,22,23,24,25"
1127,"1,3,4,6,8,9,11,13,14,15,16,17,22,23,24"
1128,"1,2,3,4,6,7,10,11,12,14,16,17,20,24,25"
1129,"2,3,4,5,7,8,12,13,16,17,18,19,21,22,23"
1130,"1,2,5,8,10,11,12,13,14,15,17,20,22,24,25"
1131,"2,3,4,6,12,14,15,16,17,19,20,21,22,24,25"
1132,"1,2,6,7,8,9,11,12,13,14,17,21,22,23,24"
1133,"2,4,5,6,7,8,9,10,12,13,14,16,18,24,25"
1134,"1,2,4,8,10,11,12,13,14,15,17,18,20,23,25"
1135,"3,4,5,8,9,10,12,15,16,17,18,19,23,24,25"
1136,"1,2,5,6,7,9,10,11,15,17,18,19,21,22,24"
1137,"2,4,5,7,8,9,10,11,12,15,19,20,21,23,25"
1138,"1,2,3,5,6,7,10,11,13,15,16,18,20,21,22"
1139,"1,2,3,6,11,13,14,15,16,17,18,19,21,22,25"
1140,"3,4,5,6,7,8,10,15,18,19,20,21,23,24,25"
1141,"5,6,9,10,11,12,13,15,16,17,18,22,23,24,25"
1142,"2,4,7,8,9,10,12,13,15,16,19,20,22,23,24"
1143,"1,3,4,6,10,11,12,13,14,16,17,18,23,24,25"
1144,"2,3,4,6,7,8,10,13,14,17,18,19,23,24,25"
1145,"3,4,5,6,8,9,11,13,14,15,16,17,18,23,24"
1146,"2,3,4,5,7,11,13,15,17,18,19,21,22,24,25"
1147,"1,6,7,8,9,11,12,14,15,16,18,19,20,22,25"
1148,"1,3,4,5,6,9,10,13,14,16,17,18,19,20,24"
1149,"1,2,3,6,7,8,10,12,15,17,18,19,21,22,23"
1150,"5,7,8,9,11,12,13,14,15,17,18,20,22,23,24"
1151,"1,3,7,9,10,11,12,14,15,16,20,21,22,24,25"
1152,"3,4,5,7,8,9,10,12,16,18,19,20,21,22,25"
1153,"1,2,3,5,6,8,9,12,13,15,18,19,20,24,25"
1154,"1,3,4,5,10,11,13,15,16,17,19,21,23,24,25"
1155,"1,2,3,4,8,9,12,13,15,16,18,19,22,24,25"
1156,"1,3,4,6,7,11,12,13,14,15,17,21,22,24,25"
1157,"2,4,5,6,7,8,11,12,13,15,16,18,21,22,24"
1158,"2,3,5,7,10,13,14,15,16,17,19,20,22,24,25"
1159,"1,2,3,4,6,8,9,14,15,16,17,22,23,24,25"
1160,"2,4,5,6,7,8,10,11,15,16,17,18,21,22,25"
1161,"1,2,4,5,6,8,10,11,15,17,18,19,22,24,25"
1162,"1,3,4,7,9,11,13,15,18,19,20,21,23,24,25"
1163,"2,6,7,9,11,12,13,14,16,17,19,20,21,23,24"
1164,"3,4,5,8,10,11,13,15,17,20,21,22,23,24,25"
1165,"1,2,3,5,8,9,10,12,15,17,18,19,21,22,25"
1166,"2,4,5,6,9,10,12,14,15,17,18,19,20,21,24"
1167,"1,2,4,5,7,8,9,11,12,14,15,16,18,21,23"
1168,"1,3,4,5,7,8,9,10,11,13,16,19,23,24,25"
1169,"2,3,4,7,8,9,12,15,16,17,18,21,22,24,25"
1170,"1,2,4,7,8,10,13,15,16,18,19,20,21,22,25"
1171,"1,7,8,11,12,13,14,15,16,17,18,20,21,22,23"
1172,"2,6,8,9,10,11,12,13,14,16,19,20,23,24,25"
1173,"1,2,4,5,7,8,9,11,14,16,18,19,20,21,22"
1174,"1,2,3,5,6,8,9,10,11,13,15,17,18,19,23"
1175,"1,3,4,8,10,12,13,14,15,19,20,21,23,24,25"
1176,"2,3,5,7,10,11,12,13,15,16,18,19,20,23,25"
1177,"2,3,5,6,8,9,10,11,12,16,17,20,22,23,25"
1178,"1,4,7,8,9,11,12,16,17,18,19,20,21,23,24"
1179,"1,2,3,5,6,7,8,9,13,15,18,19,20,21,25"
1180,"1,2,6,7,8,9,10,11,13,14,15,19,20,22,23"
1181,"3,4,5,6,7,8,9,11,13,14,20,21,22,23,24"
1182,"3,6,7,8,10,12,13,16,18,19,20,21,22,24,25"
1183,"1,3,4,9,11,13,14,15,16,18,19,20,22,24,25"
1184,"2,4,6,7,10,11,12,14,16,17,18,19,20,21,25"
1185,"3,5,6,7,9,13,14,16,18,19,21,22,23,24,25"
1186,"1,2,4,5,6,9,11,14,15,16,18,20,22,23,24"
1187,"1,2,4,7,8,10,11,12,14,16,19,21,22,23,25"
1188,"1,2,4,5,6,8,10,12,13,14,18,20,22,23,24"
1189,"3,4,5,8,9,12,13,14,15,17,18,19,20,21,25"
1190,"2,3,4,6,9,10,11,14,15,16,17,21,22,23,25"
1191,"1,2,3,5,7,10,12,13,14,16,17,18,22,24,25"
1192,"1,2,3,4,5,6,9,11,12,13,15,16,19,20,21"
1193,"1,4,7,8,9,10,13,14,15,18,19,20,22,23,25"
1194,"2,4,8,9,10,12,15,16,17,18,19,22,23,24,25"
1195,"1,5,6,9,10,11,12,14,15,17,18,19,20,22,25"
1196,"1,2,4,6,7,8,9,11,12,16,17,18,19,20,23"
1197,"1,4,5,6,7,8,11,13,14,16,17,18,20,24,25"
1198,"1,3,4,6,7,9,10,11,15,17,20,21,22,23,25"
1199,"1,2,3,4,5,6,10,14,15,16,19,21,22,24,25"
1200,"3,4,5,6,7,8,10,11,12,14,15,16,22,24,25"
1201,"5,6,9,10,11,14,16,18,19,20,21,22,23,24,25"
1202,"2,3,4,8,10,13,14,16,17,18,19,20,23,24,25"
1203,"1,2,3,5,6,11,12,13,14,15,17,22,23,24,25"
1204,"1,2,5,7,8,9,12,13,15,16,19,20,21,22,23"
1205,"1,3,6,8,9,11,12,14,17,18,20,21,22,24,25"
1206,"1,3,5,7,10,11,13,14,15,18,21,22,23,24,25"
1207,"1,3,4,7,9,10,11,12,13,14,15,18,19,21,24"
1208,"1,2,3,4,5,10,11,14,15,18,19,20,22,24,25"
1209,"3,4,5,7,8,9,10,11,14,15,16,18,19,20,24"
1210,"1,2,4,8,10,11,13,15,16,18,19,20,21,22,25"
1211,"1,2,3,5,7,10,11,12,13,15,16,17,20,23,24"
1212,"1,2,3,5,6,7,8,9,10,15,16,17,18,20,24"
1213,"2,3,5,6,7,8,9,10,14,17,18,20,23,24,25"
1214,"1,2,3,4,5,7,8,9,13,14,18,19,20,21,23"
1215,"3,7,9,11,12,13,14,15,16,17,18,20,21,22,24"
1216,"1,2,3,7,10,12,14,15,17,18,20,21,22,23,24"
1217,"1,3,6,7,8,9,10,11,12,13,17,19,20,24,25"
1218,"1,2,3,4,5,7,9,10,11,13,14,18,20,21,23"
1219,"2,3,4,5,6,8,9,10,14,16,19,20,22,23,25"
1220,"2,3,4,5,6,7,9,13,14,17,18,19,20,23,25"
1221,"2,3,4,6,9,10,12,14,15,18,19,21,22,23,24"
1222,"1,2,3,4,5,8,9,10,11,13,15,17,20,22,24"
1223,"2,6,7,8,9,10,13,14,16,17,18,20,21,22,23"
1224,"1,2,4,5,6,8,9,11,12,14,15,16,17,18,19"
1225,"2,3,5,7,11,13,14,15,17,18,20,21,23,24,25"
1226,"1,3,5,7,8,10,11,14,15,17,19,21,22,23,24"
